name,address,양파,대파,계란,밥,다진마늘,당근,청양고추,오이,우유,부추,베이컨,식빵,두부,애호박,감자,어묵,깻잎,참치,콩나물,양배추,스팸,김치,팽이버섯,치즈,무,토마토,라면,새우,돼지고기,비엔나소세지,순두부,떡볶이떡,캔옥수수
쌉싸름한 맛이 약이되는 민들레김치,https://www.10000recipe.com/recipe/6912967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
후다닥~~오징어볶음,https://www.10000recipe.com/recipe/6948046,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간장소스로 맛낸 소시지야채볶음,https://www.10000recipe.com/recipe/6868040,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
순대볶음 만들기,https://www.10000recipe.com/recipe/6836227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상추겉절이 만드는 법 시든 상추로도 뚝딱,https://www.10000recipe.com/recipe/6917640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소세지 야채볶음,https://www.10000recipe.com/recipe/6935908,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
매콤 어묵볶음 황금레시피 스팸 어묵볶음 맛있게 만드는 법,https://www.10000recipe.com/recipe/6939050,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
찹스테이크 또띠아 초간단 레시피,https://www.10000recipe.com/recipe/6835751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
스팸 덮밥 만들기 / 혼밥러를 위한 간단 스팸 요리,https://www.10000recipe.com/recipe/6867771,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
초간단/초스피드반찬 무생채!,https://www.10000recipe.com/recipe/6940112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"치킨데리야끼 덮밥 만드는법 자취요리로 딱이에요,",https://www.10000recipe.com/recipe/6880764,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
맛있는 파채 만들기 with 삼겹살 구이,https://www.10000recipe.com/recipe/6936888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2500원으로만드는 애호박군만두 만들기 <비건레시피,애호박만두>",https://www.10000recipe.com/recipe/6866221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
두반장없이 마파두부 만들기^^,https://www.10000recipe.com/recipe/6878978,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고구마죽 고구마스프 초간단레시피,https://www.10000recipe.com/recipe/6839568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
추억의 반찬 꽈리고추찜,https://www.10000recipe.com/recipe/6864822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 반찬~콩나물무침,https://www.10000recipe.com/recipe/6870075,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
밑반찬으로 좋은 초초간단 레시피/건문어 고추장조림,https://www.10000recipe.com/recipe/6853997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진미채볶음,https://www.10000recipe.com/recipe/6924022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"휘리릭~~ 간단하게 맛나게 ""참치김치 덮밥""",https://www.10000recipe.com/recipe/6867874,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
간단반찬 콩나물무침,https://www.10000recipe.com/recipe/6875288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수미네반찬 실채볶음보다 부드럽고 고소한 아몬드 실채볶음,https://www.10000recipe.com/recipe/6894543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 소세지야채볶음,https://www.10000recipe.com/recipe/4316634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
초간편 바지락전,https://www.10000recipe.com/recipe/6890631,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단요리 매콤한 <골뱅이무침> 만드는법,https://www.10000recipe.com/recipe/6927054,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
초스피드 김치볶음밥-*,https://www.10000recipe.com/recipe/6862765,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
아삭매콤 사과&시금치무침,https://www.10000recipe.com/recipe/6871044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유아반찬* 단짠단짠 잔멸치볶음,https://www.10000recipe.com/recipe/6951286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
칼칼하게 볶은 감자 어묵 볶음,https://www.10000recipe.com/recipe/6885765,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
치즈 범벅 김치볶음밥~*,https://www.10000recipe.com/recipe/6916722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
숙주볶음♡,https://www.10000recipe.com/recipe/6911405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김치만드는 여자로 등극시켜줄 알배추겉절이,https://www.10000recipe.com/recipe/6843543,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
케찹요리 해투야간매점 '오호라만두레시피' 야식메뉴로 딱!,https://www.10000recipe.com/recipe/6857627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
초간단! 원팬요리! 맛있는 무김치/깍두기와 어울리는 계란참치볶음밥,https://www.10000recipe.com/recipe/6923250,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원 중국식만능소스로 만든 버섯볶음요리!!이거.. 너무 간단하잖아~,https://www.10000recipe.com/recipe/6870203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
제육볶음 (대량 양념에 재워 소분해서 언제나 먹기),https://www.10000recipe.com/recipe/6986721,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
시원한 오이 미역 냉국..,https://www.10000recipe.com/recipe/6917068,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원 소고기무국 실패없이 끓이기,https://www.10000recipe.com/recipe/6950072,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
인기메뉴 아삭한 별미 콩나물 잡채 만들기~!,https://www.10000recipe.com/recipe/6869688,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파프리카 가지볶음~초간단하게 만들수있어!,https://www.10000recipe.com/recipe/6936448,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
맛살하트전,https://www.10000recipe.com/recipe/6896869,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참치샌드위치,https://www.10000recipe.com/recipe/6913202,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
따뜻한 양송이버섯덮밥만들기☆,https://www.10000recipe.com/recipe/6902325,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
아무나 할 수 있는 애호박볶음 :),https://www.10000recipe.com/recipe/6921655,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소세지 볶음밥 [초간단 혼밥메뉴로 딱 좋아요!],https://www.10000recipe.com/recipe/6967099,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
양파덮밥 만들기! 한그릇 요리로 딱이죠!,https://www.10000recipe.com/recipe/6873264,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[쉬운요리] 오리훈제김치볶음~,https://www.10000recipe.com/recipe/6921191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
무한대로 먹을 수 있는 '피망참치볶음' (무한피망),https://www.10000recipe.com/recipe/6945578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<신혼요리> 시금치된장국 끓이기! /시금치요리, 맛있는 국끓이기/ 건강식단",https://www.10000recipe.com/recipe/6867868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오이말이 크래미 초밥,https://www.10000recipe.com/recipe/6851277,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제티빵 만들기,https://www.10000recipe.com/recipe/6927947,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
파향이 솔솔 그린빈스 새우 볶음밥,https://www.10000recipe.com/recipe/6857139,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
상추겉절이양념장 황금레시피 고기와 딱 어울리는 매콤한 맛,https://www.10000recipe.com/recipe/6904114,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진미채볶음~,https://www.10000recipe.com/recipe/6918215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상큼아삭한 무생채만들기:: 입맛없을 때 비벼먹으면 꿀맛,https://www.10000recipe.com/recipe/6876123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
최고의 요리비결 무생채,https://www.10000recipe.com/recipe/6957063,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
집밥 메뉴/ 냉면육수 이용한 묵 국수만들기,https://www.10000recipe.com/recipe/6940183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
크래미요리 게살볶음밥 간단하게 한그릇요리,https://www.10000recipe.com/recipe/6935592,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부드러운 뚝배기 계란찜 황금 레시피,https://www.10000recipe.com/recipe/6880023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
명란젓볶음밥 간단한 한끼 참 좋음!!,https://www.10000recipe.com/recipe/6940757,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
든든한 아침국-당면계란국,https://www.10000recipe.com/recipe/6828922,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자박자박 매콤달콤한 햄떡볶이 레시피 (ft. 런천미트),https://www.10000recipe.com/recipe/6896719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
맛있고 간단한 국민반찬 감자채볶음 만들기,https://www.10000recipe.com/recipe/6903955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
우유 라면 보다 맛있는 : 가쓰오부시 라면 / Katsuobushi Ramen,https://www.10000recipe.com/recipe/6914735,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
느타리버섯볶음,https://www.10000recipe.com/recipe/6912541,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매콤 달콤 김치제육 덮밥 만들기,https://www.10000recipe.com/recipe/6898233,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
백진미로 진미채간장볶음 딱딱하지않게 만들기,https://www.10000recipe.com/recipe/6940372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매운오뎅볶음 만드는 법,https://www.10000recipe.com/recipe/6074501,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
후다닥 천원반찬/양배추 오이무침,https://www.10000recipe.com/recipe/6850440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"초간단 김치 만두 빚기, 군만두와 찐만두, 묵은 김치와 돼지고기의 콜라보, 집밥 백선생 레시피 참조",https://www.10000recipe.com/recipe/6888642,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
손쉽게 만들어 먹는 맥도날드 치킨스낵랩 / 치킨 텐더 또띠아 롤,https://www.10000recipe.com/recipe/6916835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
단호박수프,https://www.10000recipe.com/recipe/6836879,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
배고플 땐 초스피드 덮밥! 느타리버섯덮밥,https://www.10000recipe.com/recipe/6888267,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
쉬운 초간단 제육볶음,https://www.10000recipe.com/recipe/6891001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
간단한 나들이 간식 아메리칸 핫도그,https://www.10000recipe.com/recipe/5149771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
계란없이 두부부침 후다닥 10분요리^^,https://www.10000recipe.com/recipe/6850377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[반찬] 바로먹는 여름김치, ""깻잎김치""♪",https://www.10000recipe.com/recipe/6847931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고추참치치즈돌솥밥,https://www.10000recipe.com/recipe/6920058,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
새콤달콤 오이무침,https://www.10000recipe.com/recipe/6831974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
골뱅이무침,https://www.10000recipe.com/recipe/6919671,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[초간단요리] 굴소스 하나로 맛있게 하는 어묵볶음 요리,https://www.10000recipe.com/recipe/6910566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단요리 편스토랑 류수영 계란볶음밥 만드는법,https://www.10000recipe.com/recipe/6964431,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
추억소환~ 길거리표 밀떡 떡볶이,https://www.10000recipe.com/recipe/6879433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
멘보샤 에어프라이어로 간단하게 만들기,https://www.10000recipe.com/recipe/6911304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"안창살 아보카도 카레덮밥으로 간단하게, 배터지게, 고급지게! 먹었어요.",https://www.10000recipe.com/recipe/6944160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 참치 주먹밥!!!아이들도맜있게~,https://www.10000recipe.com/recipe/6904542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자취생 간단 요리 버터계란볶음밥 만드는 법 혼밥 메뉴로 딱 좋아.,https://www.10000recipe.com/recipe/6951945,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아삭이고추 된장무침,https://www.10000recipe.com/recipe/6887326,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한 아침으로 식빵 계란토스트,https://www.10000recipe.com/recipe/6888640,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 밑반찬 단무지 무침,https://www.10000recipe.com/recipe/6843672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 참치버섯 계란전,https://www.10000recipe.com/recipe/6876258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
전자레인지로 만드는 초간단 몽글몽글 순두부 계란찜,https://www.10000recipe.com/recipe/6968840,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"베이컨 깍두기볶음밥, 고추장으로 더 맛있게!",https://www.10000recipe.com/recipe/6884851,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
장조림버터비빔밥:스쿨푸드에서 먹었던 그 밥,https://www.10000recipe.com/recipe/6853388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"브런치 토스트 만들기, 간단하고 든든한 아침식사",https://www.10000recipe.com/recipe/6889824,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
[집밥 백선생 백종원 레시피] 들기름계란후라이,https://www.10000recipe.com/recipe/6832625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
절이지 않고 즉석에서~배추겉절이 만드는법(김진옥요리가좋다),https://www.10000recipe.com/recipe/6903764,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초콜렛볼 만들기,https://www.10000recipe.com/recipe/6841737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
짜지않고 탱탱한 살을 유지하는 특급비법이 있는 '조개젓무침',https://www.10000recipe.com/recipe/6900946,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원의 깍두기볶음밥 / 간단메뉴 / 든든한끼,https://www.10000recipe.com/recipe/6911771,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
진미채무침 만들기 : 불 사용 노노,https://www.10000recipe.com/recipe/6877171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
갓뚜기!~참치볶음밥,https://www.10000recipe.com/recipe/6878638,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"굴소스 하나면 후다닥~~ ""소고기 파프리카 볶음""",https://www.10000recipe.com/recipe/6899050,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"초간단하게 만들수 있는 깻잎반찬, 깻잎찜",https://www.10000recipe.com/recipe/6949705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진미채볶음,https://www.10000recipe.com/recipe/6892975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청양고추~마늘된장무침~,https://www.10000recipe.com/recipe/6882520,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신라면 투움바 파스타 초간단 라면요리 점심메뉴추천,https://www.10000recipe.com/recipe/6953155,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
자취생도 만드는 청양 제육볶음!!,https://www.10000recipe.com/recipe/6942273,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
계란찜 5분만에 야채넣어 국물 자박하게 만들기,https://www.10000recipe.com/recipe/6838395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
식빵 빼빼로,https://www.10000recipe.com/recipe/6879403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오이고추 쌈장 무침,https://www.10000recipe.com/recipe/6849998,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참치마요주먹밥 엄지 척 나오는 맛~,https://www.10000recipe.com/recipe/6918930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"솔여시의 초간단 데블드에그, 삶은계란 쉽게 자르는 법",https://www.10000recipe.com/recipe/6858099,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
샐러드,https://www.10000recipe.com/recipe/6933101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#집밥백선생 마늘새우구이만들기 #새우손질방법과 내장제거방법~ 고소하고 마늘향이 풍부한 갈릭새우!!,https://www.10000recipe.com/recipe/6870661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
캠핑요리로 좋은 김치 소시지볶음,https://www.10000recipe.com/recipe/6873154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
탱글한 식감의 쭈꾸미볶음 밥에 얹어 비벼 먹어도 좋아요,https://www.10000recipe.com/recipe/6864604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 계란볶음밥~*,https://www.10000recipe.com/recipe/6917174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오이양파간장피클~캠핑가기전에 만들어보장!,https://www.10000recipe.com/recipe/6957439,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 명란 파스타!,https://www.10000recipe.com/recipe/6903626,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
믿고 먹는 백종원표 볶음라면 레시피,https://www.10000recipe.com/recipe/6922492,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
#두부카레구이 초간단 아이반찬 담백한 두부카레구이,https://www.10000recipe.com/recipe/6863711,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
열무고추장비빔밥 레시피!,https://www.10000recipe.com/recipe/6982172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#양파 파프리카 핫소스마요네즈사라드# 김치대신 먹을수있는 사라드,https://www.10000recipe.com/recipe/6892906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 웰빙 참치비빔밥,https://www.10000recipe.com/recipe/6942136,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
초간단 !!! 특별한 나만의 가지볶음 만들기,https://www.10000recipe.com/recipe/6899826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
