name,address,양파,대파,계란,밥,다진마늘,당근,청양고추,오이,우유,부추,베이컨,식빵,두부,애호박,감자,어묵,깻잎,참치,콩나물,양배추,스팸,김치,팽이버섯,치즈,무,토마토,라면,새우,돼지고기,비엔나소세지,순두부,떡볶이떡,캔옥수수
"집밥 백선생, 백종원의 콩나물볶음밥 만들기",https://www.10000recipe.com/recipe/6832023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"[저염식] 담백하고 깔끔한맛, ""양배추볶음""♪",https://www.10000recipe.com/recipe/6907009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
참치쌈장 백종원 레시피로 간단 반찬 만들기,https://www.10000recipe.com/recipe/6924498,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[간단 자취요리] 쫄면이 땡길 때! 새콤 달콤 쫄라면 만들기,https://www.10000recipe.com/recipe/6875594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"[반찬] 밥반찬, 맥주안주로도 좋은 ""땅콩버터진미채""♪",https://www.10000recipe.com/recipe/6909790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[아기 진미채] 5~10분 컷 부드럽고 간단하게 만들기,https://www.10000recipe.com/recipe/6949009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5분완성 초간단 해장국으로 맛있는 굴연두부탕,https://www.10000recipe.com/recipe/6904043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
밑반찬 만들기 : 마른새우볶음,https://www.10000recipe.com/recipe/6880856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아침에 후딱 끓여 낸 새우젓 순두부찌개,https://www.10000recipe.com/recipe/6912664,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
대박대박~누가 만들어도 맛있는 참치감자고추장조림 *^^*,https://www.10000recipe.com/recipe/6902591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 상추겉절이,https://www.10000recipe.com/recipe/6878613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참치 매콤 쪽파전,https://www.10000recipe.com/recipe/6908552,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한 무우 반찬 ! 들깨무볶음.완전고소함의 끝판왕!,https://www.10000recipe.com/recipe/6887591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
미나리닭가슴살무침,https://www.10000recipe.com/recipe/5209955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5분 만두그라탕 만들기,https://www.10000recipe.com/recipe/6849937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
간단한 두부무조림 [무는선택사항] 자취생도 간단하게,https://www.10000recipe.com/recipe/6913373,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
밥이랑 같이 호로록~! 베이컨 양배추 롤 만들기,https://www.10000recipe.com/recipe/6873389,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
♡파송송오이탁♡단골저녁메뉴 새콤하고 아삭한 오이무침,https://www.10000recipe.com/recipe/6930298,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 계란빵 전자렌지 활용 레시피 (feat.모닝빵),https://www.10000recipe.com/recipe/6852823,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 베지테리언 깻잎페스토,https://www.10000recipe.com/recipe/6918082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
햄브로콜리 볶음밥,https://www.10000recipe.com/recipe/6839341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
(초간단 유아식) 소고기 팽이버섯 볶음밥,https://www.10000recipe.com/recipe/6954297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
스크램블에그 달걀 계란요리,https://www.10000recipe.com/recipe/6975056,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
할로윈파티요리 / 마녀모자 참치마요 주먹밥 (+동영상),https://www.10000recipe.com/recipe/6945117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 들기름 계란후라이 레시피!,https://www.10000recipe.com/recipe/6975894,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정말 쉽게하는 우엉볶음!,https://www.10000recipe.com/recipe/6950964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초코파이샌드 이것이야말로 한국판 스모어?,https://www.10000recipe.com/recipe/6900953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3분완성 스파게티면 튀김!과자처럼 맛있어요,https://www.10000recipe.com/recipe/6897208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남은식빵 활용 떠먹는피자,https://www.10000recipe.com/recipe/6865321,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
인스턴트짬뽕라면으로 크림짬뽕만들기,https://www.10000recipe.com/recipe/6878154,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
라면만큼 쉬운 백종원 라볶이,https://www.10000recipe.com/recipe/6942169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
들기름 냄새 폴폴 두부부침만들기,https://www.10000recipe.com/recipe/6915434,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아삭아삭한 오이무침-황금레시피-,https://www.10000recipe.com/recipe/6892973,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참치전,https://www.10000recipe.com/recipe/6882309,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아기반찬 유아반찬 - 오이맛살무침 초간단레시피,https://www.10000recipe.com/recipe/6966098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매운 오뎅볶음 황금레시피 !,https://www.10000recipe.com/recipe/6847269,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10분이면 뚝딱! 백종원 두부조림...,https://www.10000recipe.com/recipe/6952341,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
무조림,https://www.10000recipe.com/recipe/6900516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[5분 완성] 자꾸만 손이 가는 반달 새송이 버섯 볶음,https://www.10000recipe.com/recipe/6988951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
간단한 밑반찬 5분이면 완성 오이무침,https://www.10000recipe.com/recipe/6852321,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대패목살양배추볶음:배 아플 걱정말고 맘껏 먹으렴,https://www.10000recipe.com/recipe/6922963,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
초스피드 어린이날 간식 에어프라이어 어묵구이~*,https://www.10000recipe.com/recipe/6931524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단 한그릇밥 스팸 달걀덮밥~*,https://www.10000recipe.com/recipe/6920112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
초스피드반찬 : 소세지로 단짠단짠 소세지강정 만들어먹기,https://www.10000recipe.com/recipe/6950325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[대용량 반찬] 색다른 두부반찬 두부장 만들기,https://www.10000recipe.com/recipe/6929268,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전자레인지로 뚝딱 ! 밑반찬 '꽈리고추무침/꽈리고추찜',https://www.10000recipe.com/recipe/6890543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
우리아이 여름방학 한끼식사 초간단 햄볶음밥,https://www.10000recipe.com/recipe/6893520,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
간단한데 있어 보이는 베이컨 계란 볶음밥,https://www.10000recipe.com/recipe/6854194,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
간단하면서 잘 어울리는 스팸 두부 샌드,https://www.10000recipe.com/recipe/6858630,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
알토란에서 나온 섬초(시금치) 겉절이 황금레시피,https://www.10000recipe.com/recipe/6904944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초장 황금레시피,https://www.10000recipe.com/recipe/6883584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
짭쪼름한 밥도둑 닭양념구이,https://www.10000recipe.com/recipe/2025115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한 도시락 메뉴로 시금치 소고기 덮밥,https://www.10000recipe.com/recipe/6708194,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
콩나물 볶음밥 아삭하고 매콤하게,https://www.10000recipe.com/recipe/6904926,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"초코컵케이크, 전자레인지 컵케이크",https://www.10000recipe.com/recipe/5091634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"냉장고를 부탁해, 미카엘셰프 바나나우유푸딩 레시피 / 노오븐베이킹",https://www.10000recipe.com/recipe/6847237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단하게 초스피드반찬! 밥도둑 '부추무침'황금레시피!,https://www.10000recipe.com/recipe/6951557,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[전자레인지]초간단 치즈과자/ 맥주안주, 다이어트 간식!",https://www.10000recipe.com/recipe/6850326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
자취생 초간단 혼밥메뉴 추천 대파계란볶음밥 만드는 법,https://www.10000recipe.com/recipe/6984353,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 짠짠짠 스팸달걀말이,https://www.10000recipe.com/recipe/6931406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
낙지젓갈 볶음밥 혼밥 메뉴로 딱 좋은 간단한 한 그릇 요리,https://www.10000recipe.com/recipe/6906459,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참치맛나니.백종원레시피,https://www.10000recipe.com/recipe/6882310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"소시지 야채볶음 만드는 법, 소스가 중요해요!",https://www.10000recipe.com/recipe/6873869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
매콤달콤한 갓김치 비빔국수 만들기!,https://www.10000recipe.com/recipe/6931954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
데리야끼 소스,https://www.10000recipe.com/recipe/6889975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
에어프라이어 쿠키 / 초코스쿱쿠키 (+동영상),https://www.10000recipe.com/recipe/6942326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5분 뚝딱 홈메이드 '딸기 칵테일'!홈파티 음료로 굿!,https://www.10000recipe.com/recipe/6901807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5분 완성 또띠아 불고기 치즈 피자,https://www.10000recipe.com/recipe/6839004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
간단한 점심한끼 ! 참치고추장계란볶음밥,https://www.10000recipe.com/recipe/6901865,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부추 달걀 볶음 초초간단레시피,https://www.10000recipe.com/recipe/6939510,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
크래미 모닝빵 샌드위치,https://www.10000recipe.com/recipe/6940611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
굴소스 소고기파스타 초스피드 레시피 / 요리백과사전,https://www.10000recipe.com/recipe/6895728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[간단 노오븐 디저트] 1분완성 치즈볼 만들기,https://www.10000recipe.com/recipe/6872243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
천원으로 만드는 초간단전/팽이버섯 계란전,https://www.10000recipe.com/recipe/6854400,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
반찬하기 귀찮을 땐 초스피드 '간장대패덮밥',https://www.10000recipe.com/recipe/6887757,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
참치마요덮밥 ☆ 마요시리즈의 기본!,https://www.10000recipe.com/recipe/6900955,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[해외자취Cook.feel通]137. 굴소스대파달걀볶음밥 레시피,https://www.10000recipe.com/recipe/6842198,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
혼밥 레시피~ 착한가격 간단한 오뎅덮밥!,https://www.10000recipe.com/recipe/6918980,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[원팬] 초간단 돼지고기 에그~*,https://www.10000recipe.com/recipe/6930031,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
초간단 홈메이드 닭꼬치,https://www.10000recipe.com/recipe/6836100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
그릴 치즈 샌드위치(Grilled Cheese Sandwich),https://www.10000recipe.com/recipe/6879474,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
분홍소시지전 만들기,https://www.10000recipe.com/recipe/6965518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상추겉절이 초간단 맛있어요~,https://www.10000recipe.com/recipe/6909627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5분만에 뚝딱~ 제철맞은 오이무침 밑반찬 만들기,https://www.10000recipe.com/recipe/6912879,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전자레인지로 만드는 초간단 레시피! 마약토스트,https://www.10000recipe.com/recipe/6896601,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
엄마표 오징어덮밥,https://www.10000recipe.com/recipe/6919118,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"초간단,초스피드~돼지고기가지볶음!",https://www.10000recipe.com/recipe/6984273,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
청양고추 표고버섯볶음 레시피!,https://www.10000recipe.com/recipe/6978721,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
간편하게 즐기는 치킨 퀘사디아,https://www.10000recipe.com/recipe/4469016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"알토란 양파미역무침 만드는 법, 새콤하고 아삭한 양파요리",https://www.10000recipe.com/recipe/6887687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원의 고소한 우유라면,https://www.10000recipe.com/recipe/6904094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
오이무침 양념 황금레시피,https://www.10000recipe.com/recipe/6948626,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오리훈제 고추장볶음,https://www.10000recipe.com/recipe/6834288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[ 부추겉절이 ] 자꾸 손이가요~,https://www.10000recipe.com/recipe/6958820,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
특별한 채 썰 필요 없는 파절이 만드는법 파무침 양념이 예술~,https://www.10000recipe.com/recipe/6900251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[간단 자취요리] 닭고기 잡채 느낌! 닭당면 만들기,https://www.10000recipe.com/recipe/6875070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
분식집 인기메뉴 스팸마리김밥 만들기,https://www.10000recipe.com/recipe/6906064,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
고소하고 맛있는 도토리묵무침 5분이면 가능해요.,https://www.10000recipe.com/recipe/6951214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
먹을수록 땡기는 매콤함 양파가 들어가 달큰 짭쪼롬한 두부조림,https://www.10000recipe.com/recipe/6855293,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥부추무침♥ 삼겹살구이와 찰떡 궁합,https://www.10000recipe.com/recipe/6894832,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
달걀토스트 간단하지만 맛은 최고~,https://www.10000recipe.com/recipe/6962917,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
콩나물 파무침 삼겹살 구워 먹을 땐~,https://www.10000recipe.com/recipe/6858071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
풋고추 베이컨 전,https://www.10000recipe.com/recipe/6899884,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아이들 어른들 영양반찬으로 좋은 데리야끼삼겹살조림,https://www.10000recipe.com/recipe/6883015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
스크램블카레로 부드러운 카레 고고!,https://www.10000recipe.com/recipe/6900895,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
단감무침 과일로 만든반찬,https://www.10000recipe.com/recipe/6910313,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
굴소스로 뚝딱 햄야채볶음밥 만들기,https://www.10000recipe.com/recipe/6846842,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
베이컨치즈말이 만들기,https://www.10000recipe.com/recipe/6834197,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
초간단~황태달걀국!!!,https://www.10000recipe.com/recipe/6900295,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청경채된장무침~쉬운나물반찬,https://www.10000recipe.com/recipe/6943752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비트 스무디 마시면 예뻐져요,https://www.10000recipe.com/recipe/6914217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼간식] 아보카도 에그보트,https://www.10000recipe.com/recipe/6941836,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
초간단!! 굴소스 청경채볶음,https://www.10000recipe.com/recipe/6937437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
달콤 호두우유~*,https://www.10000recipe.com/recipe/6879224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
묵은지말이밥,https://www.10000recipe.com/recipe/6943701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
초간단 달걀 파볶음밥 레시피!,https://www.10000recipe.com/recipe/6838591,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
참치쌈장 볶고 상추쌈밥으로 한끼 해결,https://www.10000recipe.com/recipe/6933601,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
초간단요리 휘리릭 한끼식사로 맛있는 버터계란볶음밥,https://www.10000recipe.com/recipe/6920930,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"쉬운 밑반찬, 간장 진미채볶음",https://www.10000recipe.com/recipe/6949350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
혼밥족의 한끼로 좋은 백종원의김치볶음우동,https://www.10000recipe.com/recipe/6880342,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
주말엔 간단히 아이들과 마늘빵 만들기♡,https://www.10000recipe.com/recipe/6957095,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단최애반찬 게살스프 만들기 치킨스톡요리,https://www.10000recipe.com/recipe/6933066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
아침으로 든든한 한끼 내맘대로 밥버거!,https://www.10000recipe.com/recipe/6896956,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"애호박 감자전 만드는 법, 비올때는 역시 부침개가 짱이야 ~",https://www.10000recipe.com/recipe/6885172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한 밑반찬 만들기 :: 미니새송이 버섯조림 버섯볶음,https://www.10000recipe.com/recipe/6914267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
